"CustomerID","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","addr_state"
"C900002618","4000","4000","36 months","11.14%","131.22","B","B1","NYPD","4 years","OWN","58000","not verified","home_improvement","105xx","NY"
"C900003608","14000","14000","60 months","21.74%","384.6","F","F5","State of California- San Quentin","2 years","RENT","75000","VERIFIED - income","wedding","945xx","CA"
"C900008691","15000","15000","36 months","11.49%","494.57","B","B4","DLS Electronic Systems, Inc","10+ years","MORTGAGE","62916","not verified","debt_consolidation","600xx","IL"
"C900002740","21000","21000","36 months","11.49%","692.4","B","B4","Baker Engineering and Risk Consultants","8 years","MORTGAGE","61000","VERIFIED - income","debt_consolidation","774xx","TX"
"C900006147","20000","20000","60 months","15.27%","478.64","C","C4","Arizona Community Physician","9 years","MORTGAGE","90000","VERIFIED - income","debt_consolidation","856xx","AZ"
"C900004022","7200","7200","60 months","16.82%","178.25","E","E2","IBM","4 years","MORTGAGE","190000","VERIFIED - income","credit_card","300xx","GA"
"C900007181","6000","6000","36 months","6.92%","185.05","A","A3","Dr Prashanthi Vadhi, DDS","3 years","MORTGAGE","50000","VERIFIED - income source","debt_consolidation","432xx","OH"
"C900004095","6000","6000","60 months","12.68%","135.54","C","C1","marist college","10+ years","MORTGAGE","43000","not verified","credit_card","124xx","NY"
"C900005721","5000","5000","36 months","12.84%","168.09","C","C2","Maximus","2 years","RENT","36225","not verified","debt_consolidation","787xx","TX"
"C900007650","6000","6000","36 months","10.99%","196.41","B","B3","Zephyrhills Water","10+ years","RENT","55000","not verified","debt_consolidation","339xx","FL"
"C900003541","4800","4800","36 months","5.42%","144.77","A","A1","Town of Mansfield","6 years","MORTGAGE","54000","VERIFIED - income source","car","062xx","CT"
"C900004579","21000","17050","60 months","11.49%","374.89","B","B4","Terralever","3 years","MORTGAGE","2e+05","VERIFIED - income","debt_consolidation","852xx","AZ"
"C900006356","18000","18000","60 months","18.30%","460.03","F","F1","swedish covenant hospital","3 years","RENT","55000","VERIFIED - income","small_business","606xx","IL"
"C900007128","1925","1925","36 months","10.99%","63.02","B","B4","Koala Tee","5 years","MORTGAGE","27350","not verified","other","342xx","FL"
"C900000822","12000","12000","36 months","10.36%","389.24","B","B5","Hyundai Motor America","4 years","RENT","80004","not verified","other","926xx","CA"
"C900002994","1000","1000","36 months","7.29%","31.01","A","A4","floridean health care","< 1 year","RENT","48000","not verified","debt_consolidation","331xx","FL"
"C900001869","5800","5800","36 months","7.88%","181.44","A","A5","Barr & Barr, Inc","8 years","MORTGAGE","152004","not verified","major_purchase","105xx","NY"
"C900001547","12000","12000","60 months","7.49%","240.4","A","A4","canvas systems","6 years","MORTGAGE","65000","VERIFIED - income source","debt_consolidation","305xx","GA"
"C900004473","4500","4500","36 months","5.42%","135.72","A","A1","","n/a","MORTGAGE","48000","not verified","credit_card","010xx","MA"
"C900004889","3600","3600","60 months","16.89%","89.26","D","D4","Sports CLUB","< 1 year","OWN","9600","VERIFIED - income source","other","339xx","FL"
"C900003127","25000","25000","36 months","11.89%","829.1","B","B4","Delphia Consulting, LLC","7 years","MORTGAGE","72000","VERIFIED - income","debt_consolidation","430xx","OH"
"C900009415","6000","6000","36 months","11.83%","198.81","B","B3","Nexus Digital Studio","4 years","RENT","76000","not verified","debt_consolidation","902xx","CA"
"C900007080","6000","6000","36 months","16.77%","213.24","E","E2","Castle Metals Aerospace","2 years","RENT","50000","not verified","house","900xx","CA"
"C900000143","2600","2600","36 months","7.66%","81.07","A","A5","IBM","10+ years","MORTGAGE","62000","not verified","major_purchase","054xx","VT"
"C900008079","9000","9000","36 months","11.83%","298.21","B","B3","","10+ years","RENT","36000","not verified","debt_consolidation","300xx","GA"
"C900008136","6400","6400","36 months","10.36%","207.6","B","B5","Matrix Golf and Hospitality, JBCC","4 years","RENT","75000","VERIFIED - income source","debt_consolidation","077xx","NJ"
"C900009880","6500","6500","60 months","14.65%","153.45","C","C3","Southwest Rural metro","5 years","OWN","72000","not verified","debt_consolidation","853xx","AZ"
"C900004811","4000","4000","36 months","10.59%","130.18","B","B2","Stardust Video & Coffee","6 years","RENT","28550","not verified","debt_consolidation","328xx","FL"
"C900004271","14400","14400","36 months","5.79%","436.71","A","A2","","10+ years","MORTGAGE","1e+05","VERIFIED - income","renewable_energy","327xx","FL"
"C900001242","14400","14400","36 months","10.00%","464.65","B","B2","Global Literary Management","6 years","RENT","72000","not verified","credit_card","112xx","NY"
"C900000395","6400","6400","36 months","7.51%","199.11","A","A3","Xerox","1 year","RENT","31200","VERIFIED - income source","debt_consolidation","146xx","NY"
"C900004729","15000","15000","36 months","7.51%","466.67","A","A3","bnsf railway","9 years","MORTGAGE","65004","not verified","other","657xx","MO"
"C900007693","9100","9100","36 months","7.88%","284.66","A","A5","Songs Music Publishing","< 1 year","RENT","125000","not verified","debt_consolidation","112xx","NY"
"C900000339","8100","8100","36 months","7.51%","252","A","A4","Accenture","10+ years","MORTGAGE","124000","VERIFIED - income","major_purchase","207xx","MD"
"C900004785","7500","7500","36 months","13.85%","255.78","C","C4","Wells Fargo","5 years","RENT","57600","not verified","debt_consolidation","941xx","CA"
"C900003137","1000","1000","36 months","15.27%","34.8","C","C4","General Motors","3 years","OWN","27600","not verified","other","161xx","PA"
"C900004014","9000","9000","36 months","10.99%","294.61","B","B3","Reflectx Staffing","5 years","RENT","48000","VERIFIED - income source","credit_card","011xx","MA"
"C900005831","15000","15000","36 months","16.00%","527.36","D","D5","BE  and  k  Inc. a KBR company","10+ years","OWN","42996","VERIFIED - income source","debt_consolidation","350xx","AL"
"C900004580","5750","5750","36 months","12.99%","193.72","C","C1","OpSource Inc","3 years","RENT","85000","VERIFIED - income source","debt_consolidation","951xx","CA"
"C900008249","6000","6000","36 months","9.99%","193.58","B","B4","Getty Images","3 years","RENT","111280","not verified","debt_consolidation","980xx","WA"
"C900008932","18000","12750","60 months","11.86%","282.72","B","B5","Bank Of America","1 year","RENT","40000","VERIFIED - income","debt_consolidation","115xx","NY"
"C900008661","11500","11500","36 months","9.63%","369.08","B","B1","baker hughes","4 years","MORTGAGE","50000","not verified","small_business","773xx","TX"
"C900003112","5000","5000","36 months","8.90%","158.77","A","A5","LendingClub","< 1 year","RENT","41000","VERIFIED - income source","credit_card","945xx","CA"
"C900006239","18000","18000","60 months","14.17%","420.42","C","C5","Tractor Supply Co","3 years","OWN","33600","VERIFIED - income","small_business","286xx","NC"
"C900009896","3000","3000","36 months","10.37%","97.33","B","B3","Dakota Wholesale Bait","3 years","RENT","24000","VERIFIED - income source","debt_consolidation","570xx","SD"
"C900007375","4000","4000","36 months","11.12%","131.19","B","B3","doctors hospital","3 years","RENT","73000","VERIFIED - income source","vacation","331xx","FL"
"C900000448","5175","5175","36 months","11.99%","171.86","B","B5","MW Builders","10+ years","MORTGAGE","90000","VERIFIED - income source","medical","765xx","TX"
"C900004346","12000","12000","60 months","18.39%","307.28","E","E2","Kettering Health Network","4 years","MORTGAGE","75000","VERIFIED - income source","debt_consolidation","454xx","OH"
"C900000121","14000","14000","36 months","20.90%","526.73","G","G3","RANKIN & RANKIN INC","10+ years","MORTGAGE","203000","not verified","home_improvement","437xx","OH"
"C900002934","15000","15000","60 months","6.91%","296.39","A","A5","Plastic Surgery Associates of Lynchburg","9 years","OWN","90000","VERIFIED - income source","home_improvement","245xx","VA"
"C900000894","7400","7400","36 months","16.77%","262.99","D","D2","Jpmorgan Chase","2 years","RENT","37000","VERIFIED - income source","debt_consolidation","925xx","CA"
"C900004553","5000","5000","36 months","16.35%","176.65","E","E1","SOUTH BAY MOTORS","4 years","RENT","60000","not verified","other","902xx","CA"
"C900001782","6000","6000","60 months","16.82%","148.54","E","E2","Coventry Healtcare","1 year","RENT","44301.6","VERIFIED - income source","wedding","840xx","UT"
"C900007219","14000","14000","36 months","13.16%","472.79","C","C3","England Logistics","< 1 year","RENT","52000","VERIFIED - income","other","840xx","UT"
"C900006823","3200","3200","60 months","7.88%","64.71","A","A5","Shades Crest Baptist Church","1 year","OWN","30000","not verified","major_purchase","352xx","AL"
"C900006888","28000","28000","36 months","15.96%","983.85","C","C5","CM Products","3 years","MORTGAGE","72000","VERIFIED - income","home_improvement","953xx","CA"
"C900008491","19200","19200","60 months","15.57%","462.54","D","D5","Bed Bath & Beyond","4 years","RENT","85000","VERIFIED - income","medical","114xx","NY"
"C900007776","6200","6200","36 months","5.42%","187","A","A1","Fire and Life Safety America","9 years","RENT","44000","not verified","car","240xx","VA"
"C900007543","16000","16000","36 months","16.82%","568.99","E","E2","TurboChef Technologies Inc","1 year","MORTGAGE","75000","VERIFIED - income","credit_card","750xx","TX"
"C900004632","11000","11000","36 months","13.72%","374.46","C","C5","Pinkerton Government Services","2 years","RENT","30720","VERIFIED - income","debt_consolidation","299xx","SC"
"C900006759","5000","5000","36 months","14.35%","171.74","C","C4","USMC","6 years","RENT","45600","VERIFIED - income source","debt_consolidation","299xx","SC"
"C900007674","1200","1200","36 months","7.14%","37.13","A","A3","dawn","2 years","RENT","14400","not verified","major_purchase","941xx","CA"
"C900008381","2475","2475","36 months","5.79%","75.06","A","A2","US Postal Service","10+ years","MORTGAGE","63600","VERIFIED - income","car","368xx","AL"
"C900001842","6000","6000","36 months","8.94%","190.63","A","A5","Activant Solution","3 years","OWN","50000","not verified","home_improvement","088xx","NJ"
"C900003395","6000","6000","36 months","13.61%","203.94","C","C2","Village of Central City","3 years","MORTGAGE","34800","not verified","debt_consolidation","628xx","IL"
"C900001306","12000","12000","60 months","10.00%","254.97","B","B2","Emerald Coast Aviation","4 years","MORTGAGE","50000","VERIFIED - income source","debt_consolidation","325xx","FL"
"C900008764","3000","3000","36 months","10.99%","98.21","B","B4","Open Technologies  Inc","< 1 year","RENT","18864","not verified","major_purchase","335xx","FL"
"C900009439","9600","9600","36 months","7.51%","298.65","A","A4","Situs Ergonomics","4 years","MORTGAGE","45760","not verified","credit_card","995xx","AK"
"C900007859","9600","9600","36 months","9.38%","306.98","A","A5","A H Spann & Assoc-Eastland Columbus, Inc","< 1 year","MORTGAGE","48000","VERIFIED - income","credit_card","456xx","OH"
"C900000050","10000","10000","36 months","7.88%","312.82","A","A5","Eze Castle Software","5 years","RENT","110000","VERIFIED - income","wedding","021xx","MA"
"C900008878","20000","20000","36 months","16.00%","703.15","D","D5","LCG Corporation","2 years","RENT","60000","not verified","small_business","926xx","CA"
"C900002189","20400","20400","36 months","10.25%","660.65","B","B2","Influent Inc","2 years","RENT","80004","VERIFIED - income","debt_consolidation","430xx","OH"
"C900001899","15000","15000","36 months","14.27%","514.64","C","C2","SYSVA","6 years","RENT","40000","VERIFIED - income source","debt_consolidation","238xx","VA"
"C900002488","12000","12000","36 months","11.99%","398.52","B","B5","Microsoft","3 years","RENT","96000","VERIFIED - income","major_purchase","980xx","WA"
"C900007576","20000","20000","60 months","13.49%","460.1","C","C1","Nevada Department of Corrections","10+ years","MORTGAGE","53000","VERIFIED - income","debt_consolidation","897xx","NV"
"C900009174","4000","4000","36 months","12.73%","134.26","C","C1","Performance Sign","7 years","MORTGAGE","25200","VERIFIED - income source","debt_consolidation","610xx","IL"
"C900004260","25000","25000","60 months","14.79%","592","C","C4","IP","10+ years","RENT","112678","VERIFIED - income","debt_consolidation","425xx","VA"
"C900003896","8000","8000","36 months","5.42%","241.28","A","A1","Second Empire Furniture Inc.","10+ years","MORTGAGE","31000","not verified","car","212xx","MD"
"C900001820","4000","4000","36 months","15.62%","139.88","D","D1","Gymnastic Aof Boston","7 years","MORTGAGE","72000","VERIFIED - income","major_purchase","016xx","MA"
"C900002857","15000","15000","60 months","15.95%","364.38","D","D4","San Jacinto County","10+ years","MORTGAGE","50000","VERIFIED - income source","credit_card","773xx","TX"
"C900001735","5000","5000","36 months","10.38%","162.23","B","B1","C & B Sales and Service","< 1 year","OWN","30000","VERIFIED - income source","wedding","705xx","LA"
"C900003179","17400","17400","60 months","18.25%","444.22","D","D5","Ruby Tuesday","3 years","RENT","48000","VERIFIED - income source","debt_consolidation","100xx","NY"
"C900002194","24000","21475","60 months","13.61%","495.36","C","C2","US Navy","10+ years","MORTGAGE","79200","VERIFIED - income source","debt_consolidation","919xx","CA"
"C900006773","10000","10000","60 months","10.37%","214.3","B","B3","Bridgeforce, Inc","1 year","MORTGAGE","66000","VERIFIED - income source","credit_card","028xx","RI"
"C900002316","6000","6000","36 months","7.42%","186.42","A","A3","","2 years","RENT","53819","not verified","debt_consolidation","234xx","VA"
"C900000760","3500","3500","36 months","7.90%","109.52","A","A4","Fry Hammond Barr","3 years","RENT","40000","not verified","debt_consolidation","329xx","FL"
